"lgu","province","year","unliquidated"
"Dalaguete","Cebu",2012,8477822.52
"Dalaguete","Cebu",2013,4238911.26
"Dalaguete","Cebu",2014,195150485.28
"Dalaguete","Cebu",2015,12494863
"Damulog","Bukidnon",2017,117538.84
"Danao","Bohol",2011,0
"Danao","Bohol",2012,1341392
"Danao","Bohol",2016,3.14
"Danao  City","Cebu",2010,1423228
"Dangcagan","Bukidnon",2014,4446694.97
"Dangcagan","Bukidnon",2015,4273769.67
"Dangcagan","Bukidnon",2016,4122409.88
"Dangcagan","Bukidnon",2017,3444593.26
"Dangcagan","Bukidnon",2018,4369429
"Dangcagan","Bukidnon",2020,22.68
"Danglas","Abra",2010,2955987
"Danglas","Abra",2011,9.7
"Danglas","Abra",2012,995329
"Danglas","Abra",2013,995329
"Dapa","Surigao del Norte",2017,1317233.84
"Dapitan  City","Zamboanga del Norte",2010,37653412.28
"Dapitan  City","Zamboanga del Norte",2013,15227440.82
"Dapitan  City","Zamboanga del Norte",2011,92411281.3
"Dapitan  City","Zamboanga del Norte",2012,9260987.2
"Daraga","Albay",2012,579230.98
"Daraga","Albay",2020,3.61
"Daram","Samar",2012,21687972.67
"Daram","Samar",2018,8276947.7
"City of Dasmariñas","Cavite",2020,34560000
"City of Dasmariñas","Cavite",2010,18770526.37
"City of Dasmariñas","Cavite",2013,3347719.95
"City of Dasmariñas","Cavite",2014,584333.58
"City of Dasmariñas","Cavite",2015,836704.01
"City of Dasmariñas","Cavite",2019,0
"Dasol","Pangasinan",2010,83356654.3
"Dasol","Pangasinan",2011,196021
"Dasol","Pangasinan",2012,194020
"Dasol","Pangasinan",2016,502184
"Datu Saudi Ampatuan","Maguindanao",2019,600000
"Datu Abdullah Sangki","Maguindanao",2010,9783577.61
"Datu Abdullah Sangki","Maguindanao",2013,15674285.44
"Datu Abdullah Sangki","Maguindanao",2015,9783580.31
"Datu Anggal Midtimbang","Maguindanao",2015,2820001
"Datu Anggal Midtimbang","Maguindanao",2016,1125000
"Datu Hoffer Ampatuan","Maguindanao",2015,5660001.5
"Datu Montawal","Maguindanao",2016,370000
"Datu Sangki","Maguindanao",2011,19567155.22
"Dauin","Negros Oriental",2012,606930.92
"Dauin","Negros Oriental",2019,524954.32
"Dauis","Bohol",2010,486987704.85
"Dauis","Bohol",2012,0
"Dauis","Bohol",2015,697660.17
"Dauis","Bohol",2016,6762315
"Dauis","Bohol",2017,374838.8
"Del Carmen","Surigao del Norte",2019,11635688.79
"Del Carmen","Surigao del Norte",2020,5589522.1
"Del Gallego","Camarines Sur",2019,6.33
"Del Carmen","Surigao del Norte",2012,15654510.34
"Del Carmen","Surigao del Norte",2013,160000
"Del Carmen","Surigao del Norte",2015,14915760.44
"Del Carmen","Surigao del Norte",2016,0
"Del Carmen","Surigao del Norte",2018,5065435.58
"Delfin Albano","Isabela",2019,0
"Diadi","Nueva Vizcaya",2010,3.05
"Diadi","Nueva Vizcaya",2011,2.74
"Diadi","Nueva Vizcaya",2014,4159334.99
"Diadi","Nueva Vizcaya",2015,4600669.67
"Diadi","Nueva Vizcaya",2016,8286268.38
"Diadi","Nueva Vizcaya",2018,7014076.25
"Diadi","Nueva Vizcaya",2019,331500
"Diffun","Quirino",2010,10542798.78
"Diffun","Quirino",2012,10503356.05
"Diffun","Quirino",2013,8051136.82
"Diffun","Quirino",2016,0
"Diffun","Quirino",2017,6117613.97
"Diffun","Quirino",2018,6722046.4
"Digos  City","Davao del Sur",2012,4815230.28
"Digos  City","Davao del Sur",2013,0
"Dilasag","Aurora",2012,1325244.4
"Dilasag","Aurora",2013,835835.91
"Dilasag","Aurora",2014,1959403.24
"Dilasag","Aurora",2016,101756.4
"Dilasag","Aurora",2017,91946.6
"Dimasalang","Masbate",2012,13158514.74
"Dimasalang","Masbate",2018,25.76
"Dimasalang","Masbate",2020,25.95
"Dimataling","Zamboanga del Sur",2011,0
"Dimataling","Zamboanga del Sur",2014,873683.3
"Dimataling","Zamboanga del Sur",2015,0
"Dimataling","Zamboanga del Sur",2016,764749.85
"Dimataling","Zamboanga del Sur",2017,361600
"Dimataling","Zamboanga del Sur",2019,636079.66
"Dimataling","Zamboanga del Sur",2020,3456150.65
"Dimiao","Bohol",2012,2368050.76
"Dimiao","Bohol",2019,343235
"Dimiao","Bohol",2020,0
"Dinagat","Dinagat Islands",2012,5782043.41
"Dinagat","Dinagat Islands",2016,0
"Dinagat","Dinagat Islands",2019,2881201.91
"Dinagat","Dinagat Islands",2020,833247.13
"Dinagat","Dinagat Islands",2010,0
"Dinagat","Dinagat Islands",2013,1449611.74
"Dinalungan","Aurora",2012,7194030.05
"Dinalungan","Aurora",2013,8886428.51
"Dinalungan","Aurora",2014,5190667.12
"Dinalungan","Aurora",2015,4755568.62
"Dinalungan","Aurora",2017,6282725.55
"Dinalungan","Aurora",2018,18734932.02
"Dinalungan","Aurora",2019,2386725.36
"Dinalupihan","Bataan",2010,3.88
"Dinalupihan","Bataan",2011,5766295.2
"Dinalupihan","Bataan",2012,4766100
"Dinalupihan","Bataan",2016,0
"Dinalupihan","Bataan",2017,771022.09
"Dinalupihan","Bataan",2020,0
"Dinapigue","Isabela",2010,0
"Dinapigue","Isabela",2011,0
"Dinapigue","Isabela",2013,93358960.44
"Dinapigue","Isabela",2014,0
"Dinapigue","Isabela",2015,4838639.74
"Dinapigue","Isabela",2016,172350061.16
"Dinapigue","Isabela",2017,0
"Dinapigue","Isabela",2018,0
"Dinas","Zamboanga del Sur",2010,4696046.19
"Dinas","Zamboanga del Sur",2011,695658.75
"Dinas","Zamboanga del Sur",2012,88338169.32
"Dinas","Zamboanga del Sur",2013,17412393.42
"Dinas","Zamboanga del Sur",2014,16660233.14
"Dinas","Zamboanga del Sur",2015,12154975.96
"Dinas","Zamboanga del Sur",2017,7.5
"Dinas","Zamboanga del Sur",2018,3158867.59
"Dingalan","Aurora",2012,1256464.28
"Dingalan","Aurora",2013,3394936.08
"Dingalan","Aurora",2014,1440051.13
"Dingalan","Aurora",2018,1618905.16
"Dingle","Iloilo",2010,483477.21
"Dingle","Iloilo",2014,2330791
"Dingle","Iloilo",2015,0
"Dingle","Iloilo",2016,3823960.3
"Dingle","Iloilo",2017,0
"Dingras","Ilocos Norte",2012,788045.22
"Dingras","Ilocos Norte",2016,432233.39
"Diplahan","Zamboanga Sibugay",2011,219545.39
"Diplahan","Zamboanga Sibugay",2012,87247.31
"Diplahan","Zamboanga Sibugay",2013,209247
"Diplahan","Zamboanga Sibugay",2018,203409.24
"Diplahan","Zamboanga Sibugay",2019,0
"Dipolog  City","Zamboanga del Norte",2019,0.77
"Dipolog  City","Zamboanga del Norte",2020,261467.06
"Dipolog  City","Zamboanga del Norte",2014,8581902.29
"Dipolog  City","Zamboanga del Norte",2015,11656505.67
"Dipolog  City","Zamboanga del Norte",2016,9313070.12
"Dipolog  City","Zamboanga del Norte",2017,13024762.42
"Dipolog  City","Zamboanga del Norte",2018,955768.15
"Dipolog  City","Zamboanga del Norte",2012,27149411.59
"Divilacan","Isabela",2010,0
"Divilacan","Isabela",2011,496971.34
"Divilacan","Isabela",2015,524708.16
"Divilacan","Isabela",2017,152315743.8
"Divilacan","Isabela",2018,0
"Dolores","Eastern Samar",2015,3152893.94
"Dolores","Eastern Samar",2017,1612960.2
"Dolores","Quezon",2014,565635.5
"Dolores",NA,2019,10896787.9
"Don Victoriano","Misamis Occidental",2019,46666214
"Don Victoriano","Misamis Occidental",2020,78943634.96
"Don Carlos","Bukidnon",2012,0
"Don Carlos","Bukidnon",2017,1507500
"Don Marcelino","Davao del Sur",2014,3000000
"Don Victoriano","Misamis Occidental",2018,6864027
"Doña Remedios Trinidad","Bulacan",2010,617399.89
"Doña Remedios Trinidad","Bulacan",2013,1412536.87
"Donsol","Sorsogon",2010,0
"Donsol","Sorsogon",2011,0
"Donsol","Sorsogon",2012,1136218.44
"Donsol","Sorsogon",2018,0
"Donsol","Sorsogon",2020,0.79
"Rizal","Palawan",2017,0
"Duenas","Iloilo",2010,299087.4
"Duenas","Iloilo",2011,540631.56
"Duenas","Iloilo",2012,945915.22
"Duenas","Iloilo",2013,112680
"Duenas","Iloilo",2014,123383
"Duenas","Iloilo",2015,575005.2
"Duero","Bohol",2011,2271327.66
"Duero","Bohol",2012,7311101.37
"Duero","Bohol",2013,3351928.18
"Duero","Bohol",2014,6717871.84
"Dulag","Leyte",2010,433792.66
"Dulag","Leyte",2011,1200091.04
"Dulag","Leyte",2014,247545.84
"Dulag","Leyte",2016,14548
"Dumaguete  City","Negros Oriental",2011,57319647.2
"Dumaguete  City","Negros Oriental",2012,160.36
"Dumaguete  City","Negros Oriental",2015,177.8
"Dumaguete  City","Negros Oriental",2016,88.75
"Dumaguete  City","Negros Oriental",2017,23166256.02
"Dumalag","Capiz",2010,1135098.84
"Dumalag","Capiz",2011,1257475.48
"Dumalag","Capiz",2012,2625193.88
"Dumalag","Capiz",2013,556995.08
"Dumalag","Capiz",2015,551413.08
"Dumalag","Capiz",2016,580181.18
"Dumalag","Capiz",2018,6490789.34
"Dumalinao","Zamboanga del Sur",2010,0
"Dumalinao","Zamboanga del Sur",2011,4050427.22
"Dumalinao","Zamboanga del Sur",2012,8440868.47
"Dumalinao","Zamboanga del Sur",2013,8097252.79
"Dumalinao","Zamboanga del Sur",2015,15042653.54
"Dumalinao","Zamboanga del Sur",2017,154262078.52
"Dumalinao","Zamboanga del Sur",2018,152374573.2
"Dumalneg","Ilocos Norte",2010,108920.65
"Dumalneg","Ilocos Norte",2012,167240
"Dumalneg","Ilocos Norte",2013,613500
"Dumalneg","Ilocos Norte",2014,338524
"Dumalneg","Ilocos Norte",2015,221780
"Dumalneg","Ilocos Norte",2017,317720
"Dumangas","Iloilo",2010,4163202.95
"Dumangas","Iloilo",2011,2564661.36
"Dumangas","Iloilo",2014,0
"Dumangas","Iloilo",2015,0
"Dumanjug","Cebu",2010,2911935.85
"Dumanjug","Cebu",2019,5399124.2
"Dumaran","Palawan",2010,9451062.3
"Dumaran","Palawan",2011,9785552.43
"Dumaran","Palawan",2013,0
"Dumaran","Palawan",2014,11941957.61
"Dumaran","Palawan",2015,10303180.42
"Dumaran","Palawan",2016,22831575.15
"Dumaran","Palawan",2017,23592884
"Dumaran","Palawan",2018,13913744.03
"Dumaran","Palawan",2019,12979492.6
"Dumaran","Palawan",2020,23757444.27
"Dumarao","Capiz",2016,124446
"Dumarao","Capiz",2017,49934
"Dumarao","Capiz",2018,108940
"Dumingag","Zamboanga del Sur",2010,0
"Dumingag","Zamboanga del Sur",2011,3625832.65
"Dumingag","Zamboanga del Sur",2012,0
"Dumingag","Zamboanga del Sur",2013,0
"Dumingag","Zamboanga del Sur",2014,5349481.88
"Dumingag","Zamboanga del Sur",2015,52865538.87
"Dumingag","Zamboanga del Sur",2016,6749532.43
"Dumingag","Zamboanga del Sur",2017,4376641.1
"Dumingag","Zamboanga del Sur",2018,2225247.15
"Dupax del Norte","Nueva Vizcaya",2020,9122131.51
"Dupax del Sur","Nueva Vizcaya",2020,3180218.9
"Dupax del Norte","Nueva Vizcaya",2010,8771917.06
"Dupax del Norte","Nueva Vizcaya",2012,9304018.02
"Dupax del Norte","Nueva Vizcaya",2014,16367415.02
"Dupax del Norte","Nueva Vizcaya",2015,12332709.8
"Dupax del Norte","Nueva Vizcaya",2016,7216966.76
"Dupax Del Norte","Nueva Vizcaya",2017,12939.57
"Dupax del Sur","Nueva Vizcaya",2010,5052404.28
"Dupax del Sur","Nueva Vizcaya",2012,4310773.39
"Dupax del Sur","Nueva Vizcaya",2014,3865234.19
"Dupax del Sur","Nueva Vizcaya",2015,3588641.63
"Dupax del Sur","Nueva Vizcaya",2016,3784713.79
"Dupax del Sur","Nueva Vizcaya",2017,2940462.87
"Dupax del Norte","Nueva Vizcaya",2011,8834852.31
"Dupax del Norte","Nueva Vizcaya",2013,8839596.74
"Dupax del Sur","Nueva Vizcaya",2013,3972988.16
"Enrique B. Magalona","Negros Occidental",2010,4108557.9
"Enrique B. Magalona","Negros Occidental",2011,0
"Enrique B. Magalona","Negros Occidental",2014,139150926.87
"Enrique B. Magalona","Negros Occidental",2015,166113010.11
"Enrique B. Magalona","Negros Occidental",2016,191100429.71
"Enrique B. Magalona","Negros Occidental",2017,219047039.8
"Enrique B. Magalona","Negros Occidental",2018,233513471.01
"Echague","Isabela",2016,5699152.87
"El Nido","Palawan",2020,72187869.86
"El Nido","Palawan",2012,2016070.39
"El Nido","Palawan",2014,2923407.34
"El Nido","Palawan",2018,7653271.78
"El Nido","Palawan",2019,154839311.98
"Enrile","Cagayan",2012,117309
"Enrile","Cagayan",2013,31309
"Enrile","Cagayan",2015,12000000
"Enrile","Cagayan",2018,0
"Enrique B. Magalona","Negros Occidental",2019,27078969.36
"Enrique B. Magalona","Negros Occidental",2020,1290413.17
"Enrique Villanueva","Siquijor",2019,1671196.07
"Enrique Villanueva","Siquijor",2015,598000
"Escalante  City","Negros Occidental",2013,1452601.68
"Escalante  City","Negros Occidental",2017,0
"Esperanza","Agusan del Sur",2010,0
"Esperanza","Agusan del Sur",2011,3190789.34
"Esperanza","Agusan del Sur",2013,0
"Esperanza","Agusan del Sur",2014,0
"Esperanza","Agusan del Sur",2015,0
"Esperanza","Agusan del Sur",2016,0
"Esperanza","Agusan del Sur",2018,0
"Esperanza","Masbate",2010,2659593.8
"Esperanza","Masbate",2011,0
"Esperanza","Masbate",2012,1371204.3
"Esperanza","Masbate",2013,0
"Esperanza","Masbate",2018,0
"Esperanza","Sultan Kudarat",2010,5184980.44
"Esperanza","Sultan Kudarat",2011,2413783.07
"Esperanza","Sultan Kudarat",2013,0
"Esperanza","Sultan Kudarat",2014,2754712.18
"Esperanza","Sultan Kudarat",2015,1547451.39
"Esperanza",NA,2020,8.64
"Famy","Laguna",2010,267550.31
"Famy","Laguna",2011,344310.28
"Famy","Laguna",2013,323240
"Famy","Laguna",2018,33094.25
"Famy","Laguna",2020,4092229
"Ferrol","Romblon",2012,7223372.89
"Ferrol","Romblon",2013,7188460
"Ferrol","Romblon",2014,177750
"Ferrol","Romblon",2015,6059455
"Flora","Apayao",2010,46704633.32
"Flora","Apayao",2011,2641337.79
"Flora","Apayao",2014,927209
"Flora","Apayao",2019,8724239.4
"General Mariano Alvarez","Cavite",2011,154461597.9
"General Mariano Alvarez","Cavite",2012,2370220.03
"General Mariano Alvarez","Cavite",2014,6905306.51
"General Mariano Alvarez","Cavite",2015,2622174.95
"General Mariano Alvarez","Cavite",2016,12415544.34
"General Mariano Alvarez","Cavite",2018,1297467.5
"Gabaldon","Nueva Ecija",2010,7148736.22
"Gabaldon","Nueva Ecija",2011,11908878.81
"Gabaldon","Nueva Ecija",2012,0
"Gabaldon","Nueva Ecija",2019,0
"Gabaldon","Nueva Ecija",2020,1919776.68
"Gainza","Camarines Sur",2010,33663276
"Gainza","Camarines Sur",2011,281857.15
"Gainza","Camarines Sur",2012,464938.46
"Gainza","Camarines Sur",2013,87593.78
"Gamay","Northern Samar",2012,1930296.15
"Gamay","Northern Samar",2013,1704077.22
"Gamay","Northern Samar",2014,1043509.52
"Gamay","Northern Samar",2015,34456767.42
"Gamay","Northern Samar",2019,1985791
"Gamu","Isabela",2015,3743218.63
"Gamu","Isabela",2016,2868219.57
"Gandara","Samar",2010,4633661.56
"Gandara","Samar",2012,2803181.02
"Gandara","Samar",2013,7559867.78
"Gandara","Samar",2014,1506246.28
"Gandara","Samar",2015,166683.26
"Gandara","Samar",2016,0
"Gapan  City","Nueva Ecija",2020,61257604.06
"Gapan  City","Nueva Ecija",2012,0
"Gapan  City","Nueva Ecija",2013,0
"Gapan  City","Nueva Ecija",2015,3660268.17
"Gapan  City","Nueva Ecija",2017,3308059.74
"Gapan  City","Nueva Ecija",2019,6832552.81
"Gapan  City","Nueva Ecija",2016,9782295.49
"Garchitorena","Camarines Sur",2010,357163.97
"Garchitorena","Camarines Sur",2011,1828505.82
"Garchitorena","Camarines Sur",2012,0
"Gattaran","Cagayan",2012,5193474.26
"Gattaran","Cagayan",2013,1457367.48
"Gattaran","Cagayan",2014,1386107.74
"Gattaran","Cagayan",2015,4000
"Gattaran","Cagayan",2016,754223.71
"Gattaran","Cagayan",2019,657350.51
"General Luna","Quezon",2010,240290.8
"General Luna","Quezon",2011,158000.3
"General Luna","Quezon",2013,29800
"General Luna","Quezon",2014,35940
"General Luna","Surigao del Norte",2011,5003353.25
"General Mamerto Natividad","Nueva Ecija",2019,0
"General Mariano Alvarez","Cavite",2019,1054333.5
"General Nakar","Quezon",2010,406641.77
"General Santos City","South Cotabato",2012,36.95
"General Tinio","Nueva Ecija",2011,14758022.19
"General Tinio","Nueva Ecija",2015,4055562.6
"General MacArthur","Eastern Samar",2019,0
"General Mariano Alvarez","Cavite",2013,6977601.15
"General Mariano Alvarez","Cavite",2020,404467.5
"General Santos City","South Cotabato",2019,45677360.13
"General Luna","Surigao del Norte",2017,2614326.69
"General Nakar","Quezon",2016,597920
"General Nakar","Quezon",2018,154329
"General Nakar","Quezon",2019,3477162.41
"General Santos City","South Cotabato",2017,117.3
"General Santos City","South Cotabato",2018,0
"General Santos City","South Cotabato",2016,124593819.02
"General Santos City","South Cotabato",2014,1605677571.22
"Gerona","Tarlac",2010,202940.22
"Gerona","Tarlac",2011,0
"Gerona","Tarlac",2012,0
"Getafe","Bohol",2010,903140.15
"Getafe","Bohol",2011,1446561.18
"Getafe","Bohol",2012,1829306.54
"Getafe","Bohol",2015,145109.78
"Gigaquit","Surigao del Norte",2011,0
"Gigaquit","Surigao del Norte",2012,0
"Gigaquit","Surigao del Norte",2014,9198491
"Gigaquit","Surigao del Norte",2015,3960723.78
"Gigaquit","Surigao del Norte",2016,15823569.04
"Gigaquit","Surigao del Norte",2017,0
"Gigaquit","Surigao del Norte",2019,1556914.32
"Gigaquit","Surigao del Norte",2020,1943027.82
"Gigmoto","Catanduanes",2010,1472073.3
"Gigmoto","Catanduanes",2011,700887.22
"Gigmoto","Catanduanes",2012,1133170.62
"Ginatilan","Cebu",2010,2660
"Ginatilan","Cebu",2012,202610.26
"Ginatilan","Cebu",2017,0
"Gingoog  City","Misamis Oriental",2020,12.11
"Gingoog  City","Misamis Oriental",2016,51795831
"Gingoog  City","Misamis Oriental",2010,1192593.85
"Giporlos","Eastern Samar",2015,1366250.32
"Glan","Sarangani",2010,6152893.25
"Glan","Sarangani",2012,13930887.09
"Glan","Sarangani",2013,19.71
"Glan","Sarangani",2020,30630240
"Gloria","Oriental Mindoro",2010,52066
"Gloria","Oriental Mindoro",2011,306862
"Gloria","Oriental Mindoro",2012,433147.49
"Gloria","Oriental Mindoro",2013,181414.24
"Gloria","Oriental Mindoro",2015,199749.94
"Goa","Camarines Sur",2011,0
"Goa","Camarines Sur",2012,591331.5
"Goa","Camarines Sur",2013,792429.93
"Goa","Camarines Sur",2019,10.17
"Godod","Zamboanga del Norte",2010,530628
"Godod","Zamboanga del Norte",2013,0
"Gonzaga","Cagayan",2010,0
"Gonzaga","Cagayan",2012,3223092.24
"Gonzaga","Cagayan",2013,2206226.89
"Gonzaga","Cagayan",2014,0
"Gonzaga","Cagayan",2015,833281.36
"Gonzaga","Cagayan",2016,572486.64
"Governor Generoso","Davao Oriental",2010,5519498.07
"Governor Generoso","Davao Oriental",2014,56397
"Governor Generoso","Davao Oriental",2012,7011341.13
"Governor Generoso","Davao Oriental",2013,3745992.28
"Governor Generoso","Davao Oriental",2016,56085031.35
"Governor Generoso","Davao Oriental",2017,8948300.83
"Gregorio Del Pilar","Ilocos Sur",2010,264236.58
"Gregorio Del Pilar","Ilocos Sur",2011,102482.1
"Guagua","Pampanga",2016,36528735.02
"Gubat","Sorsogon",2010,0
"Gubat","Sorsogon",2013,0
"Guiguinto","Bulacan",2016,592140
"Guihulngan  City","Negros Oriental",2010,3672002.98
"Guihulngan  City","Negros Oriental",2012,58689614.13
"Guihulngan  City","Negros Oriental",2014,87130416.25
"Guihulngan  City","Negros Oriental",2016,51.1
"Guihulngan  City","Negros Oriental",2013,40413741.57
"Guimba","Nueva Ecija",2013,0
"Guimba","Nueva Ecija",2019,0
"Guimbal","Iloilo",2013,3160070.28
"Guinayangan","Quezon",2014,104404.66
"Guinayangan","Quezon",2016,452009
"Guinayangan","Quezon",2018,510146.56
"Guinayangan","Quezon",2019,6775357.05
"Guinayangan","Quezon",2020,6338455.12
"Guindulman","Bohol",2012,1045646.62
"Guindulman","Bohol",2013,1569307.23
"Guindulman","Bohol",2015,1022437.02
"Guindulman","Bohol",2016,198891821.49
"Guindulman","Bohol",2017,239862535.09
"Guindulman","Bohol",2019,559907.52
"Guindulungan","Maguindanao",2018,55470200
"Guinobatan","Albay",2012,994106.8
"Guinsiliban","Camiguin",2012,0
"Guinsiliban","Camiguin",2013,3764954.44
"Guinsiliban","Camiguin",2015,0
"Guinsiliban","Camiguin",2016,0
"Guinsiliban","Camiguin",2019,1555626
"Guipos","Zamboanga del Sur",2010,3424769.61
"Guipos","Zamboanga del Sur",2011,5349548.56
"Guipos","Zamboanga del Sur",2012,3110132.76
"Guipos","Zamboanga del Sur",2013,2660846
"Guipos","Zamboanga del Sur",2014,718619.61
"Guipos","Zamboanga del Sur",2018,2536456.49
"Guiuan","Eastern Samar",2010,4675
"Guiuan","Eastern Samar",2012,217951.54
"Guiuan","Eastern Samar",2013,332941.54
"Guiuan","Eastern Samar",2014,1949550
"Guiuan","Eastern Samar",2017,1639704.86
"Guiuan","Eastern Samar",2019,953024.5
"Gutalac","Zamboanga del Norte",2010,8991567.98
"Gutalac","Zamboanga del Norte",2011,8694253.85
"Gutalac","Zamboanga del Norte",2012,10311660.86
"Gutalac","Zamboanga del Norte",2013,0
"Gutalac","Zamboanga del Norte",2014,0
"Gutalac","Zamboanga del Norte",2017,0
"Gutalac","Zamboanga del Norte",2018,7951628.38
"Gutalac","Zamboanga del Norte",2019,16.61
"Hagonoy","Bulacan",2010,748548.55
"Hagonoy","Bulacan",2016,178315.3
"Hagonoy","Davao del Sur",2013,0
"Hamtic","Antique",2012,11588148.67
"Hamtic","Antique",2013,13599927.76
"Hamtic","Antique",2014,3743082.53
"Hamtic","Antique",2015,904270.81
"Hamtic","Antique",2016,126380.83
"Hamtic","Antique",2017,5.21
"Hamtic","Antique",2018,5.54
"Hamtic","Antique",2019,4.06
"Hermosa","Bataan",2010,0.1
"Hermosa","Bataan",2012,1737949.64
"Hermosa","Bataan",2013,244901.64
"Hermosa","Bataan",2016,433888
"Hermosa","Bataan",2017,5521970
"Hernani","Eastern Samar",2018,53820
"Hilongos","Leyte",2011,6416842.8
"Hilongos","Leyte",2012,3163435.8
"Himamaylan  City","Negros Occidental",2019,2364001.77
"Himamaylan  City","Negros Occidental",2011,211299408.23
"Himamaylan  City","Negros Occidental",2012,3279647.36
"Himamaylan  City","Negros Occidental",2013,7019177.02
"Himamaylan  City","Negros Occidental",2015,3470320.16
"Himamaylan  City","Negros Occidental",2016,11242739.59
"Himamaylan  City","Negros Occidental",2018,21624079.19
"Hinabangan","Samar",2015,43738095.85
"Hinabangan","Samar",2017,45950214.02
"Hinabangan","Samar",2018,0
"Hinatuan","Surigao del Sur",2012,0
"Hinatuan","Surigao del Sur",2013,2186106.86
"Hinatuan","Surigao del Sur",2014,0
"Hinatuan","Surigao del Sur",2019,722741
"Hindang","Leyte",2012,25478114.36
"Hingyon","Ifugao",2016,719916
"Hingyon","Ifugao",2018,54261.4
"Hinigaran","Negros Occidental",2012,0
"Hinigaran","Negros Occidental",2014,0
"Hinigaran","Negros Occidental",2015,2247509.48
"Hinigaran","Negros Occidental",2016,607800
"Hinigaran","Negros Occidental",2017,8587623.44
"Hinigaran","Negros Occidental",2018,5407996.78
"Hinigaran","Negros Occidental",2019,259228019.82
"Hinigaran","Negros Occidental",2020,49610925.54
"Hinobaan","Negros Occidental",2015,160984
"Hinobaan","Negros Occidental",2018,821647
"Hinunangan","Southern Leyte",2012,0
"Hinunangan","Southern Leyte",2019,0
"Hinundayan","Southern Leyte",2011,339916.66
"Hinundayan","Southern Leyte",2018,22296558.32
"Hinundayan","Southern Leyte",2014,321856.9
"Hinundayan","Southern Leyte",2019,279522.86
"Hungduan","Ifugao",2011,0
"Hungduan","Ifugao",2012,0
"Hungduan","Ifugao",2016,138386.84
"Island Garden City of Samal","Davao del Norte",2012,0
"Island Garden City of Samal","Davao del Norte",2011,23503855.5
"Iba","Zambales",2017,6291666
"Ibajay","Aklan",201,95472.12
"Ibajay","Aklan",2010,404168.96
"Ibajay","Aklan",2011,374931.28
"Ibajay","Aklan",2012,291203.04
"Ibajay","Aklan",2013,144363.6
"Ibajay","Aklan",2016,11607
"Ibajay","Aklan",2017,26524
"Ibajay","Aklan",2019,99047
"Igbaras","Iloilo",2012,60410.79
"Igbaras","Iloilo",2013,736799.44
"Igbaras","Iloilo",2014,500000
"Igbaras","Iloilo",2015,222691
"Igbaras","Iloilo",2017,934852.06
"Igbaras","Iloilo",2020,5.84
"Iguig","Cagayan",2010,340550.16
"Iguig","Cagayan",2011,322885.16
"Iguig","Cagayan",2012,492528
"Iguig","Cagayan",2013,316280
"Iguig","Cagayan",2014,682159
"Iguig","Cagayan",2015,696655
"Iguig","Cagayan",2016,0
"Iguig","Cagayan",2019,0
"Ilagan","Isabela",2010,7044140.3
"Ilagan","Isabela",2011,12843615.56
"Ilagan  City","Isabela",2012,0
"Ilagan  City","Isabela",2013,7243154.73
"Ilagan  City","Isabela",2015,5154105.14
"Ilagan  City","Isabela",2016,4833153.52
"Ilagan  City","Isabela",2018,0
"Ilagan  City","Isabela",2019,17361817.92
"Iligan  City","Lanao del Norte",2019,890433264.37
"Iligan  City","Lanao del Norte",2020,1842760350.57
"Iligan  City","Lanao del Norte",2012,35725707.01
"Iligan  City","Lanao del Norte",2013,0
"Iligan  City","Lanao del Norte",2015,11942235.91
"Iligan  City","Lanao del Norte",2016,14172494
"Iligan  City","Lanao del Norte",2017,168915492.4
"Iligan  City","Lanao del Norte",2018,455822732.66
"Iligan  City","Lanao del Norte",2010,21547425.97
"Iligan  City","Lanao del Norte",2011,0
"Ilog","Negros Occidental",2012,201446.5
"Ilog","Negros Occidental",2014,267719.44
"Ilog","Negros Occidental",2015,740347.92
"Ilog","Negros Occidental",2016,3143569.92
"Ilog","Negros Occidental",2017,631696.48
"Ilog","Negros Occidental",2018,1146670.1
"Iloilo  City","Iloilo",2019,2.33
"Iloilo  City","Iloilo",2020,2.06
"Iloilo  City","Iloilo",2015,29938227.8
"Iloilo  City","Iloilo",2016,71451537.13
"Iloilo  City","Iloilo",2017,822826523.34
"Iloilo  City","Iloilo",2018,77811004.6
"Iloilo  City","Iloilo",2012,188178517.9
"Iloilo  City","Iloilo",2013,0
"Imelda","Zamboanga Sibugay",2010,10538.69
"Imelda","Zamboanga Sibugay",2011,726578.17
"Imelda","Zamboanga Sibugay",2012,714437.02
"Imelda","Zamboanga Sibugay",2013,1249362.04
"Imelda","Zamboanga Sibugay",2016,0
"Impasugong","Bukidnon",2012,378726
"Impasugong","Bukidnon",2011,282656
"Impasugong","Bukidnon",2017,2401819.42
"Impasugong","Bukidnon",2019,7644198.8
"Impasugong","Bukidnon",2020,0
"Imus  City","Cavite",2015,43200
"Inabanga","Bohol",2010,8384113.63
"Inabanga","Bohol",2011,5399547.96
"Inabanga","Bohol",2012,6801023.72
"Inabanga","Bohol",2013,0
"Inabanga","Bohol",2018,600000
"Inabanga","Bohol",2019,3707435.5
"Inabanga","Bohol",2020,10199543.66
"Indanan","Sulu",2010,2734375
"Indanan","Sulu",2020,0
"Infanta","Quezon",2010,69782.21
"Infanta","Quezon",2016,102484.33
"Infanta","Quezon",2018,611457.6
"Initao","Misamis Oriental",2011,0
"Initao","Misamis Oriental",2014,678556.95
