"lgu","province","year","unliquidated"
"San Jose","Romblon",2019,21485624.99
"San Jose","Tarlac",2010,0
"San Jose","Tarlac",2011,1945947.33
"San Jose","Tarlac",2015,0
"San Jose","Tarlac",2016,0
"San Jose","Tarlac",2018,441909
"San Jose","Tarlac",2019,6305428.85
"San Jose  City","Nueva Ecija",2010,732521
"San Jose  City","Nueva Ecija",2012,0
"San Jose  City","Nueva Ecija",2013,753280.54
"San Jose  City","Nueva Ecija",2014,771602.6
"San Jose del Monte","Bulacan",2016,98300
"San Jose del Monte","Bulacan",2012,1095926.23
"San Jose de Buan","Samar",2013,67877852.54
"San Jose de Buan","Samar",2015,1225635.77
"San Jose de Buena","Antique",2013,390000
"San Jose de Buenavista","Antique",2015,3057662.08
"San Jose de Buenavista","Antique",2017,2.28
"San Jose de Buenavista","Antique",2018,2.33
"San Juan","Batangas",2014,4518191.97
"San Juan","Ilocos Sur",2010,6806221.22
"San Juan","Ilocos Sur",2011,2611784.42
"San Juan","Ilocos Sur",2012,2486118.79
"San Juan","Ilocos Sur",2015,751752.94
"San Juan","La Union",2014,422605
"San Juan","La Union",2016,521935
"San Juan","Southern Leyte",2010,0
"San Juan","Southern Leyte",2012,372242.26
"San Juan  City","Metro Manila",2015,12.86
"San Julian","Eastern Samar",2012,1583662.76
"San Julian","Eastern Samar",2013,1045059.57
"San Julian","Eastern Samar",2014,693497.57
"San Julian","Eastern Samar",2015,434154.81
"San Leonardo","Nueva Ecija",2010,148916785.47
"San Leonardo","Nueva Ecija",2011,0
"San Leonardo","Nueva Ecija",2012,1927370.35
"San Leonardo","Nueva Ecija",2013,1867466.35
"San Leonardo","Nueva Ecija",2014,0
"San Leonardo","Nueva Ecija",2015,0
"San Leonardo","Nueva Ecija",2016,1771432.15
"San Leonardo","Nueva Ecija",2017,1622140.42
"San Leonardo","Nueva Ecija",2018,1610397.02
"San Leonardo","Nueva Ecija",2019,49366980.42
"San Lorenzo","Guimaras",2010,4334189.26
"San Lorenzo","Guimaras",2011,1349210.54
"San Lorenzo","Guimaras",2012,11746416.75
"San Lorenzo","Guimaras",2015,49825392.16
"San Lorenzo","Guimaras",2016,40425628.16
"San Lorenzo","Guimaras",2017,191576.24
"San Lorenzo","Guimaras",2018,24245422.34
"San Lorenzo Ruiz","Camarines Norte",2010,1460748.68
"San Lorenzo Ruiz","Camarines Norte",2018,356642.53
"San Luis","Agusan del Sur",2014,0
"San Luis","Agusan del Sur",2017,0
"San Luis","Agusan del Sur",2018,0
"San Luis","Aurora",2010,8968395.46
"San Luis","Aurora",2015,13962124.7
"San Luis","Aurora",2016,12361347.3
"San Luis","Aurora",2017,11652106.54
"San Luis","Aurora",2018,16105680.36
"San Luis","Aurora",2019,5551783.95
"San Manuel","Isabela",2011,0
"San Manuel","Isabela",2013,59275644.6
"San Manuel","Isabela",2014,908876.49
"San Manuel","Isabela",2016,2089774.94
"San Manuel","Isabela",2017,0
"San Manuel","Isabela",2018,14540359.67
"San Manuel","Isabela",2019,0
"San Manuel","Pangasinan",2013,704235.58
"San Manuel","Pangasinan",2014,367193.5
"San Manuel","Pangasinan",2016,765381.26
"San Manuel","Tarlac",2012,274212935.08
"San Manuel","Tarlac",2019,135575
"San Marcelino","Zambales",2012,92951867.88
"San Marcelino","Zambales",2013,0
"San Marcelino","Zambales",2016,0
"San Mariano","Isabela",2013,2744606.47
"San Mariano","Isabela",2014,952993.16
"San Mariano","Isabela",2015,224693899.25
"San Mariano","Isabela",2019,0
"San Mateo","Isabela",2011,82646.98
"San Mateo","Isabela",2017,581579.43
"San Mateo","Rizal",2010,0
"San Mateo","Rizal",2011,2129873.13
"San Mateo","Rizal",2014,2762411.59
"San Mateo","Rizal",2015,3043428.18
"San Mateo","Rizal",2018,1754637.43
"San Miguel","Bohol",2010,41402192.35
"San Miguel","Bohol",2011,39692205.17
"San Miguel","Bohol",2012,1246723.43
"San Miguel","Bohol",2013,0
"San Miguel","Bohol",2016,2038002.04
"San Miguel","Bohol",2017,3141791.42
"San Miguel","Bulacan",2012,93500
"San Miguel","Bulacan",2013,404508
"San Miguel","Bulacan",2014,4231650
"San Miguel","Bulacan",2015,2138418
"San Miguel","Bulacan",2017,55943779.26
"San Miguel","Bulacan",2018,0
"San Miguel","Bulacan",2019,2000000
"San Miguel","Catanduanes",2010,15921947.34
"San Miguel","Catanduanes",2012,2277439.45
"San Miguel","Iloilo",2012,58353851.73
"San Miguel","Iloilo",2014,313455.37
"San Miguel","Iloilo",2015,2851207.37
"San Miguel","Iloilo",2018,11621764.46
"San Miguel","Leyte",2011,1500753.23
"San Miguel","Leyte",2012,3943485.18
"San Miguel","Leyte",2013,3385532.75
"San Miguel","Leyte",2014,3137733.42
"San Miguel","Leyte",2015,17398915.01
"San Miguel","Leyte",2017,698377.6
"San Miguel","Zamboanga del Sur",2010,2877533.42
"San Miguel","Zamboanga del Sur",2011,1589752.41
"San Miguel","Zamboanga del Sur",2012,11569460.82
"San Miguel","Zamboanga del Sur",2013,0
"San Miguel","Zamboanga del Sur",2014,5939333.35
"San Miguel","Zamboanga del Sur",2016,11.4
"San Narciso","Quezon",2010,0
"San Narciso","Quezon",2011,0
"San Narciso","Quezon",2012,2137586.11
"San Narciso","Quezon",2013,74875710.7
"San Narciso","Quezon",2018,1007796
"San Narciso","Quezon",2019,3435380
"San Narciso","Zambales",2014,128400
"San Nicolas","Batangas",2015,0
"San Nicolas","Pangasinan",2010,30041715.45
"San Nicolas","Pangasinan",2011,32728340.87
"San Nicolas","Pangasinan",2012,27901265.06
"San Nicolas","Pangasinan",2014,14479288.96
"San Nicolas","Pangasinan",2017,7798286.02
"San Pablo","Isabela",2011,272823.9
"San Pablo","Isabela",2014,1212472.07
"San Pablo","Isabela",2015,3056148
"San Pablo","Isabela",2016,73343066.26
"San Pablo","Isabela",2017,11012285.72
"San Pablo","Isabela",2019,2504143.76
"San Pablo","Zamboanga del Sur",2010,0
"San Pablo","Zamboanga del Sur",2011,3709038.41
"San Pablo","Zamboanga del Sur",2012,2669824.31
"San Pablo","Zamboanga del Sur",2013,3029278.41
"San Pablo","Zamboanga del Sur",2014,2466893.54
"San Pablo","Zamboanga del Sur",2015,4654319.23
"San Pablo","Zamboanga del Sur",2017,56038899.86
"San Pablo","Zamboanga del Sur",2018,20584000.73
"San Pascual","Masbate",2010,1505764.5
"San Pascual","Masbate",2011,1734068.75
"San Pascual","Masbate",2012,0
"San Pascual","Masbate",2013,1689447.67
"San Pascual","Masbate",2018,1657798.24
"San Pedro","Laguna",2010,19840268.04
"San Pedro","Laguna",2012,29085696.8
"San Pedro  City","Laguna",2015,0
"San Pedro  City","Laguna",2016,0
"San Pedro  City","Laguna",2018,0
"San Pedro  City","Laguna",2019,0
"San Policarpo","Eastern Samar",2010,0
"San Policarpo","Eastern Samar",2013,0
"San Policarpo","Eastern Samar",2012,405190
"San Policarpo","Eastern Samar",2014,109834.2
"San Policarpo","Eastern Samar",2015,768262.16
"San Policarpo","Eastern Samar",2016,50968
"San Quintin","Abra",2011,4751620.21
"San Quintin","Pangasinan",2010,286788.76
"San Quintin","Pangasinan",2013,829085.5
"San Quintin","Pangasinan",2016,0
"San Quintin","Pangasinan",2017,0
"San Quintin","Pangasinan",2018,708792.76
"San Rafael","Bulacan",2018,0
"San Rafael","Iloilo",2012,0
"San Rafael","Iloilo",2013,0
"San Rafael","Iloilo",2014,34542225.71
"San Rafael","Iloilo",2015,28070507.82
"San Rafael","Iloilo",2016,19778460.99
"San Rafael","Iloilo",2017,14425802
"San Rafael","Iloilo",2018,107142.87
"San Remegio","Cebu",2012,0
"San Remigio","Antique",2011,4984226.15
"San Remigio","Antique",2012,3430830
"San Remigio","Antique",2013,393188.22
"San Remigio","Antique",2015,373699.11
"San Remigio","Antique",2016,496886.11
"San Remigio","Antique",2017,551029.68
"San Remigio","Antique",2018,658062.44
"San Remigio","Cebu",2013,20000
"San Remigio","Cebu",2018,1666092.28
"San Ricardo","Southern Leyte",2012,2181971.36
"San Ricardo","Southern Leyte",2013,1050624.72
"San Ricardo","Southern Leyte",2015,1440134.11
"San Ricardo","Southern Leyte",2017,39724000
"San Roque","Northern Samar",2011,2686898.03
"San Roque","Northern Samar",2012,1456533.19
"San Roque","Northern Samar",2013,1453417.73
"San Roque","Northern Samar",2014,10098828.86
"San Roque","Northern Samar",2017,92200
"San Sebastian","Samar",2010,11232982.51
"San Sebastian","Samar",2012,63588519.29
"San Sebastian","Samar",2018,3148630
"San Vicente","Camarines Norte",2010,2083338.81
"San Vicente","Camarines Norte",2012,9137
"San Vicente","Camarines Norte",2018,0
"San Vicente","Ilocos Sur",2016,20891240.57
"San Vicente","Ilocos Sur",2017,20502077.63
"San Vicente","Northern Samar",2011,4478480.75
"San Vicente","Northern Samar",2014,0
"San Vicente","Northern Samar",2017,29596009.84
"San Vicente","Northern Samar",2018,30482867.2
"San Vicente","Palawan",2010,2511129.45
"San Vicente","Palawan",2011,2508174.9
"San Vicente","Palawan",2012,12163767.71
"San Vicente","Palawan",2014,9318076.28
"San Vicente","Palawan",2015,10538570.25
"San Vicente","Palawan",2017,0
"San Vicente","Palawan",2018,23899055.54
"San Vicente","Palawan",2019,16707493.12
"Sanchez Mira","Cagayan",2015,403876
"Santa","Ilocos Sur",2010,679559.8
"Santa","Ilocos Sur",2011,381641.04
"Santa","Ilocos Sur",2012,365877.3
"Santa","Ilocos Sur",2015,1017151.5
"Santa","Ilocos Sur",2016,1018200.55
"Santa","Ilocos Sur",2017,2411172.55
"Santa","Ilocos Sur",2019,7759220.3
"Santa Barbara",NA,2017,9600
"Santa Barbara",NA,2020,0
"Santa Maria",NA,2020,1650841.6
"Santa Rosa  City","Laguna",2020,34165725.94
"Santa Fe","Cebu",2012,1000000
"Santa Fe","Nueva Vizcaya",2012,920923.21
"Santa Fe","Nueva Vizcaya",2013,483228.7
"Santa Fe","Nueva Vizcaya",2015,427423.89
"Santa Fe","Romblon",2014,254194
"Santa Fe","Romblon",2015,508388
"Santa Ignacia","Tarlac",2014,482161
"Santa Ignacia","Tarlac",2015,351247
"Santa Ignacia","Tarlac",2018,311473.9
"Santa Maria","Isabela",2015,3863500
"Santa Maria","Isabela",2016,11238653.32
"Santa Maria","Laguna",2010,3283202.6
"Santa Maria","Laguna",2013,0
"Santa Maria","Laguna",2019,3232257.6
"Santa Monica","Surigao del Norte",2012,671682
"Santa Monica","Surigao del Norte",2013,1173014.69
"Santa Rita","Pampanga",2018,1111294.1
"Santa Rosa","Laguna",2010,19412766
"Santa Rosa","Nueva Ecija",2015,169855
"Santa Rosa","Nueva Ecija",2016,70395
"Santa Rosa","Nueva Ecija",2018,274075.12
"Santa Rosa  City","Laguna",2011,2664536810.42
"Santander","Cebu",2010,1476289.97
"Santander","Cebu",2011,3294542.14
"Santiago","Agusan del Norte",2012,239191
"Santiago","Agusan del Norte",2018,519660
"Santiago","Ilocos Sur",2012,180442.06
"Santiago",NA,NA,95300
"Santiago  City","Isabela",2015,2623614220.17
"Santiago  City","Isabela",2016,0
"Sapad","Lanao del Norte",2018,0
"Sapang Dalaga","Misamis Occidental",2019,10153311.72
"Sapang Dalaga","Misamis Occidental",2013,0
"Sapang Dalaga","Misamis Occidental",2015,5313968
"Sapang Dalaga","Misamis Occidental",2016,8746242
"Sapian","Capiz",2010,692490.88
"Sapian","Capiz",2011,2173424
"Sapian","Capiz",2013,779931.34
"Sapian","Capiz",2014,990326.42
"Sapian","Capiz",2015,824970.32
"Sapian","Capiz",2016,861150.14
"Sapian","Capiz",2017,952950.14
"Sapian","Capiz",2018,240176.21
"Sara","Iloilo",2013,46880327.69
"Sara","Iloilo",2015,11437188.02
"Sara","Iloilo",2016,909802.76
"Sara","Iloilo",2018,3797495.77
"Sarangani","Davao del Sur",2011,518863.19
"Sarangani","Davao del Sur",2014,666127.85
"Sarangani","Davao Occidental",2018,93431.79
"Sariaya","Quezon",2010,840976
"Sariaya","Quezon",2011,840976
"Sariaya","Quezon",2014,1233562.5
"Sariaya","Quezon",2015,15310
"Sarrat","Ilocos Norte",2014,2158475.49
"Sarrat","Ilocos Norte",2015,9257387.32
"Sarrat","Ilocos Norte",2017,0
"Sasmuan","Pampanga",2010,33680993.89
"Sasmuan","Pampanga",2013,16569164.63
"Sasmuan","Pampanga",2015,39388245.3
"Sasmuan","Pampanga",2016,14099376.65
"Sasmuan","Pampanga",2017,3265971.18
"Sasmuan","Pampanga",2018,9166775.98
"Science City of Muñoz","Nueva Ecija",2017,128438729
"Science City of Muñoz","Nueva Ecija",2013,0
"Science City of Muñoz","Nueva Ecija",2014,7055134.25
"Science City of Muñoz","Nueva Ecija",2015,0
"Sen. Ninoy Aquino","Sultan Kudarat",2011,0
"Sen. Ninoy Aquino","Sultan Kudarat",2013,3272991.21
"Sen. Ninoy Aquino","Sultan Kudarat",2014,3056476.33
"Sen. Ninoy Aquino","Sultan Kudarat",2015,2755940.95
"Sergio Osmeña","Zamboanga del Norte",2019,7.4
"Sergio Osmeña","Zamboanga del Norte",2010,14171887.67
"Sergio Osmeña","Zamboanga del Norte",2011,11286806.54
"Sergio Osmeña","Zamboanga del Norte",2012,7288181.92
"Sergio Osmeña","Zamboanga del Norte",2013,0
"Sergio Osmeña","Zamboanga del Norte",2014,1670639.62
"Sergio Osmeña","Zamboanga del Norte",2016,2790400.87
"Sevilla","Bohol",2011,2361233.76
"Shariff Aguak","Maguindanao",2010,8432626.54
"Shariff Aguak","Maguindanao",2011,8432626.64
"Shariff Aguak","Maguindanao",2012,8432626.54
"Shariff Aguak","Maguindanao",2013,0
"Shariff Aguak","Maguindanao",2015,7
"Siasi","Sulu",2010,35728512.07
"Siasi","Sulu",2018,5962104.5
"Siaton","Negros Oriental",2010,1379779.96
"Siaton","Negros Oriental",2011,719185.57
"Siaton","Negros Oriental",2013,0
"Siayan","Zamboanga del Norte",2010,0
"Siayan","Zamboanga del Norte",2013,7110000
"Siayan","Zamboanga del Norte",2014,3794557
"Siayan","Zamboanga del Norte",2016,509355
"Sibagat","Agusan del Sur",2010,0
"Sibagat","Agusan del Sur",2013,0
"Sibagat","Agusan del Sur",2016,0
"Sibagat","Agusan del Sur",2018,0
"Sibalom","Antique",2010,0
"Sibalom","Antique",2012,38729080
"Sibalom","Antique",2013,0
"Sibalom","Antique",2014,0
"Sibalom","Antique",2015,462048.85
"Sibalom","Antique",2016,328949.77
"Sibalom","Antique",2017,1.67
"Sibalom","Antique",2018,604762.7
"Sibalom","Antique",2019,1.47
"Sibonga","Cebu",2010,3167145.61
"Sibonga","Cebu",2011,14063799.93
"Sibonga","Cebu",2012,134651910.23
"Sibonga","Cebu",2013,6317132.88
"Sibonga","Cebu",2014,7522970.6
"Sibuco","Zamboanga del Norte",2010,108516313.45
"Sibuco","Zamboanga del Norte",2013,18902883.52
"Sibulan","Negros Oriental",2012,294564.16
"Sibulan","Negros Oriental",2014,4661853.29
"Sibulan","Negros Oriental",2016,359516.5
"Sibunag","Guimaras",2010,638795.24
"Sibunag","Guimaras",2011,18832.95
"Sibunag","Guimaras",2012,12334288.85
"Sibunag","Guimaras",2013,6007742.28
"Sibunag","Guimaras",2015,26451796.21
"Sibunag","Guimaras",2016,7222592.11
"Sibunag","Guimaras",2017,10208922.11
"Sibunag","Guimaras",2018,2998112.77
"Sibunag","Guimaras",2020,23.3
"Sibutad","Zamboanga del Norte",2010,30620736.79
"Sibutad","Zamboanga del Norte",2011,3585010.7
"Sibutad","Zamboanga del Norte",2012,2355982.22
"Sibutad","Zamboanga del Norte",2013,0
"Sibutad","Zamboanga del Norte",2019,0
"Sierra Bullones","Bohol",2019,135888.49
"Sierra Bullones","Bohol",2010,542873.73
"Sierra Bullones","Bohol",2011,6154945.71
"Sierra Bullones","Bohol",2013,3176428.18
"Sigma","Capiz",2010,488646.13
"Sigma","Capiz",2011,531129.81
"Sigma","Capiz",2017,60526.88
"Sigma","Capiz",2018,75526.88
"Sigma","Capiz",2019,30203.61
"Sikatuna","Bohol",2010,903506.66
"Sikatuna","Bohol",2012,900565.3
"Sikatuna","Bohol",2014,0
"Sikatuna","Bohol",2018,120130.36
"Silago","Southern Leyte",2011,678948.19
"Silago","Southern Leyte",2012,64816.83
"Silago","Southern Leyte",2014,2103534.44
"Silago","Southern Leyte",2017,127412.91
"Silago","Southern Leyte",2018,716291.22
"Silago","Southern Leyte",2019,117564.57
"Silang","Cavite",2010,82714100.95
"Silang","Cavite",2012,7692729.89
"Silang","Cavite",2013,4367781.34
"Silang","Cavite",2014,6706977.6
"Silang","Cavite",2015,13964679.75
"Silang","Cavite",2016,426620.78
"Silang","Cavite",2018,12052586.35
"Silay  City","Negros Occidental",2019,19528995.46
"Silay  City","Negros Occidental",2010,10459986.22
"Silay  City","Negros Occidental",2011,17401853.31
"Silay  City","Negros Occidental",2012,20698174.51
"Silay  City","Negros Occidental",2013,40804291.42
"Silay  City","Negros Occidental",2014,58616083.84
"Silay  City","Negros Occidental",2017,2613606.89
"Silvino Lobos","Northern Samar",2011,1959265.4
"Silvino Lubos","Northern Samar",2012,1536263.12
"Silvino Lubos","Northern Samar",2013,1217946.08
"Silvino Lubos","Northern Samar",2017,0
"Simunul","Tawi-Tawi",2010,29006220.51
"Sinacaban","Misamis Occidental",2013,604881.83
"Sinacaban","Misamis Occidental",2014,925731.14
"Sinacaban","Misamis Occidental",2015,1327826
"Sinacaban","Misamis Occidental",2018,683450.75
"Sinacaban","Misamis Occidental",2019,424714.7
"Sindangan","Zamboanga del Norte",2011,8408947.6
"Sindangan","Zamboanga del Norte",2012,12081476.88
"Sindangan","Zamboanga del Norte",2013,1439053.7
"Sindangan","Zamboanga del Norte",2014,1181196.91
"Sindangan","Zamboanga del Norte",2015,0
"Siniloan","Laguna",2011,0
"Siniloan","Laguna",2012,484331.12
"Siniloan","Laguna",2013,198216
"Siniloan","Laguna",2014,88400
"Siniloan","Laguna",2015,588722
"Siniloan","Laguna",2018,0
"Siniloan","Laguna",2019,64093.04
"Siniloan","Laguna",2020,0
"Siocon","Zamboanga del Norte",2010,0
"Siocon","Zamboanga del Norte",2012,0
"Siocon","Zamboanga del Norte",2013,8537400.26
"Siocon","Zamboanga del Norte",2015,4612383.81
"Siocon","Zamboanga del Norte",2016,0
"Sipalay  City","Negros Occidental",2013,225410.36
"Sipalay  City","Negros Occidental",2014,320804.58
"Sipalay  City","Negros Occidental",2015,2230562.93
"Sipocot","Camarines Sur",2010,315954.44
"Sipocot","Camarines Sur",2011,0
"Sipocot","Camarines Sur",2012,20751943.71
"Sirawai","Zamboanga del Norte",2015,3217856.01
"Sirawai","Zamboanga del Norte",2016,0
"Sirawai","Zamboanga del Norte",2020,8.86
"Siruma","Camarines Sur",2012,1028553.11
"Siruma","Camarines Sur",2013,477916.86
"Siruma","Camarines Sur",2020,2.4
"Sison","Surigao del Norte",2011,6695445.05
"Sison","Surigao del Norte",2012,4145373.57
"Sison","Surigao del Norte",2013,1102720.42
"Sison","Surigao del Norte",2015,62844575.14
"Socorro","Oriental Mindoro",2012,0
"Socorro","Oriental Mindoro",2018,67139
"Socorro","Surigao del Norte",2013,142411.8
"Sofronio Española","Palawan",2016,8984192.91
"Sofronio Española","Palawan",2020,12350021.75
"Sofronio Española","Palawan",2018,3707761.25
"Sofronio Española","Palawan",2019,11912878.11
"Sogod","Southern Leyte",2011,4751719.31
"Sogod","Southern Leyte",2012,4586480.6
"Sogod","Southern Leyte",2014,2672965.07
"Sogod","Southern Leyte",2017,2184781.9
"Sogod","Southern Leyte",2018,4309537.03
"Solana","Cagayan",2010,1043440.87
"Solana","Cagayan",2011,950731.39
"Solana","Cagayan",2012,37656167.94
"Solana","Cagayan",2013,988448.69
"Solana","Cagayan",2019,34630
"Solana","Cagayan",2020,5250273.7
"Solano","Nueva Vizcaya",2011,34972698.94
"Solano","Nueva Vizcaya",2017,2088018.05
"Solano","Nueva Vizcaya",2018,1313233.48
"Solsona","Ilocos Norte",2013,0
"Solsona","Ilocos Norte",2014,0
"Solsona","Ilocos Norte",2015,0
"Solsona","Ilocos Norte",2016,0
"Solsona","Ilocos Norte",2017,0
"Solsona","Ilocos Norte",2018,0
"Sominot","Zamboanga del Sur",2012,773216.38
"Sominot","Zamboanga del Sur",2013,0
"Sominot","Zamboanga del Sur",2015,0
"Sominot","Zamboanga del Sur",2017,0
"Sorsogon  City","Sorsogon",2010,3459257.35
"Sorsogon  City","Sorsogon",2013,0
"Sorsogon  City","Sorsogon",2011,2313717.05
"Sorsogon  City","Sorsogon",2018,20.8
"South Upi","Maguindanao",2010,4403613.64
"South Upi","Maguindanao",2011,4403613.64
"Saint Bernard","Southern Leyte",2013,30247.63
"Saint Bernard","Southern Leyte",2014,2790180.74
"Saint Bernard","Southern Leyte",2016,0
"Sta. Fe",NA,2019,1790325.91
"Sta. Josefa","Agusan del Sur",2019,0
"Sta. Josefa","Agusan del Sur",2020,643122.3
"Sta. Magdalena","Sorsogon",2020,1.32
"Sta. Monica","Surigao del Norte",2019,1191054.88
"Sta. Rita","Samar",2019,18772749.07
"Sta. Ana","Cagayan",2010,587531.58
"Sta. Ana","Cagayan",2012,1829876.15
"Sta. Ana","Cagayan",2013,3565949.31
"Sta. Ana","Cagayan",2014,92560874.04
"Sta. Ana","Cagayan",2016,392256.09
"Santa Barbara","Iloilo",2012,6063440.45
"Santa Barbara","Iloilo",2013,3948859.5
"Santa Barbara","Iloilo",2014,5729208.03
"Santa Barbara","Iloilo",2015,11158536.42
"Santa Barbara","Iloilo",2016,9877369.06
"Santa Barbara","Pangasinan",2010,485794
"Santa Barbara","Pangasinan",2012,444823
"Santa Barbara","Pangasinan",2018,203630
"Sta. Catalina","Ilocos Sur",2016,406153.05
"Sta. Cruz","Davao del Sur",2015,0
"Sta. Cruz","Marinduque",2010,0
"Sta. Cruz","Occidental Mindoro",2019,12091940.05
"Sta. Cruz","Occidental Mindoro",2013,1876928.67
"Sta. Cruz","Occidental Mindoro",2015,17933469.6
"Sta. Cruz","Occidental Mindoro",2014,20793956.79
"Santa Elena","Camarines Norte",2010,278566.05
"Santa Elena","Camarines Norte",2018,95928
"Sta. Fe","Leyte",2013,6382698.72
"Sta. Fe","Leyte",2014,4698426.48
"Sta. Fe","Leyte",2015,13521355.91
"Sta. Fe","Leyte",2016,41841833.94
"Sta. Fe","Leyte",2017,3139644.62
"Sta. Fe","Romblon",2012,262703.3
"Sta. Ignacia","Tarlac",2010,8873013.18
"Sta. Josefa","Agusan del Sur",2012,10763803.86
"Sta. Josefa","Agusan del Sur",2013,0
"Sta. Josefa","Agusan del Sur",2014,0
"Sta. Josefa","Agusan del Sur",2015,0
"Sta. Josefa","Agusan del Sur",2016,0
"Sta. Josefa","Agusan del Sur",2017,0
"Sta. Josefa","Agusan del Sur",2018,0
"Sta. Magdalena","Sorsogon",2011,4122219.8
"Sta. Magdalena","Sorsogon",2012,676351.77
"Sta. Magdalena","Sorsogon",2018,0.97
"Sta. Marcela","Apayao",2012,11611792.32
"Sta. Marcela","Apayao",2014,4188222.07
"Sta. Marcela","Apayao",2019,2825936.74
"Sta. Margarita","Samar",2010,7262691.91
"Sta. Margarita","Samar",2011,19267764.87
"Sta. Margarita","Samar",2012,24515964.01
"Sta. Margarita","Samar",2014,1651526.11
"Sta. Margarita","Samar",2015,6147039.72
"Sta. Margarita","Samar",2017,25674083.78
"Sta. Maria","Ilocos Sur",2012,1096295.4
"Sta. Maria","Ilocos Sur",2014,273071.1
"Sta. Maria","Ilocos Sur",2015,574124.76
"Sta. Maria","Ilocos Sur",2016,5982270
"Sta. Maria","Ilocos Sur",2017,5227518
"Sta. Maria","Ilocos Sur",2018,4787482.99
"Sta. Maria","Laguna",2011,3357302.6
"Sta. Maria","Romblon",2013,48983
"Sta. Monica","Surigao del Norte",2015,2634713.92
"Santa Praxedes","Cagayan",2012,176830.03
"Santa Praxedes","Cagayan",2014,38435.23
"Santa Praxedes","Cagayan",2015,41870.46
"Sta. Rita","Samar",2012,13565782.8
"Sta. Rita","Samar",2013,18421879.12
"Sta. Rita","Samar",2014,25052649.31
"Sta. Rita","Samar",2015,231
"Santa Rosa City","Laguna",2012,10621233.52
"Santa Rosa City","Laguna",2013,10330040.74
"Santa Rosa City","Laguna",2014,73444978
"Santa Rosa City","Laguna",2015,8581381.41
"Santa Rosa City","Laguna",2018,428754
"Sto. Nino",NA,2020,9139893.02
"Sto. Domingo","Ilocos Sur",2014,0
"Sto. Domingo","Nueva Ecija",2010,1044309.82
"Sto. Domingo","Nueva Ecija",2011,527019.19
"Sto. Domingo","Nueva Ecija",2012,529024.19
"Sto. Domingo","Nueva Ecija",2013,0
"Sto. Domingo","Nueva Ecija",2015,147236
"Sto. Domingo","Nueva Ecija",2016,262769.78
"Sto. Domingo","Nueva Ecija",2017,502002.65
"Sto. Domingo","Nueva Ecija",2018,417577764.25
"Sto. Domingo","Nueva Ecija",2019,297708615.33
"Sto. Niño","Cagayan",2010,2075003.32
"Sto. Niño","Cagayan",2012,3645607.32
"Sto. Niño","Cagayan",2013,2417081.71
"Sto. Niño","Cagayan",2014,4487515.84
"Sto. Niño","Cagayan",2018,1562000
"Sto. Niño","Cagayan",2019,17868032.07
"Sto. Niño","Samar",2010,6064044.78
"Sto. Niño","Samar",2012,12964619.59
"Sto. Niño","Samar",2013,13841849.4
"Sto. Niño","Samar",2014,10161431.51
"Sto. Niño","Samar",2015,4029803.28
"Sto. Niño","Samar",2016,7719971.06
"Sto. Niño","South Cotabato",2014,11286291.86
"Sto. Niño","South Cotabato",2015,13549047.8
"Sto. Niño","South Cotabato",2018,18.9
"Sto. Niño","South Cotabato",2013,10927206.66
"Sto. Niño","South Cotabato",2010,75809411.9
"Sto. Tomas","Davao del Norte",2010,213.64
"Sto. Tomas","Davao del Norte",2011,18822813.73
"Sto. Tomas","Davao del Norte",2013,3667849.95
"Sto. Tomas","La Union",2015,1425624.59
"Sto. Tomas  City","Batangas",2019,1399145.13
"Sual","Pangasinan",2010,2813717.52
"Sual","Pangasinan",2011,3580194.82
"Sual","Pangasinan",2013,6812035.92
"Sual","Pangasinan",2015,2529333.2
"Sual","Pangasinan",2016,1791487.2
"Sual","Pangasinan",2017,1838761.08
"Sual","Pangasinan",2018,1793444.46
"Sual","Pangasinan",2019,0
"Subic","Zambales",2012,776133.75
"Subic","Zambales",2013,6396715
"Subic","Zambales",2014,5855610
"Subic","Zambales",2017,10328418.52
"Subic","Zambales",2018,10619075
"Subic","Zambales",2020,11620668.48
"Sudipen","La Union",2012,0
"Sulat","Eastern Samar",2014,532649.07
"Sulat","Eastern Samar",2015,970618.75
"Sulat","Eastern Samar",2018,112115.88
"Sulop",NA,2020,91549.96
"Sultan Dumalondong","Lanao del Sur",2020,0
"Sultan Dumalondong","Lanao del Sur",2010,10480000
"Sumilao","Bukidnon",2012,956065.12
"Sumilao","Bukidnon",2017,1387425.7
"Sumilao","Bukidnon",2018,207636
"Surallah","South Cotabato",2010,111371556.33
"Surallah","South Cotabato",2011,2400000
"Surigao  City","Surigao del Norte",2020,50.49
"Surigao  City","Surigao del Norte",2010,9766210.43
"Surigao  City","Surigao del Norte",2012,5023838.46
"Surigao  City","Surigao del Norte",2013,4598817.01
"Surigao  City","Surigao del Norte",2014,66554812.91
"Surigao  City","Surigao del Norte",2015,70804790.73
"Surigao  City","Surigao del Norte",2017,9365326.19
"Surigao  City","Surigao del Norte",2011,2813162.47
"Suyo","Ilocos Sur",2010,110976.97
"Taal","Batangas",2017,14863.65
"Taal","Batangas",2018,700009.61
"Taal","Batangas",2019,968968.23
"Taal","Batangas",2020,8780066.23
"Tabaco","Albay",2010,0
"Tabaco  City","Albay",2012,517660.58
"Tabaco  City","Albay",2013,5000000
"Tabaco City","Albay",2011,0
